id,mod_hex_id,courseID,mod_type,name,markdown,order,childOrder,treelevel,chpModPar,seqModPar,vrtModPar,parent,modparent_childlevel
block-v1:MITxPRO+AMxB+1T2018+type@course+block@course,course,MITxPRO+AMxB+1T2018,course,Additive Manufacturing for Innovative Design and Production,NA,1,0,0,NA,NA,NA,course,course/0
block-v1:MITxPRO+AMxB+1T2018+type@chapter+block@b9dd2cb6d3a44e96aedb515388e02405,b9dd2cb6d3a44e96aedb515388e02405,MITxPRO+AMxB+1T2018,chapter,"Entrance Survey (5 min, required)",NA,2,1,1,b9dd2cb6d3a44e96aedb515388e02405,NA,NA,course,course/1
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@5589ca87f02147ec8452cead30cc4d5f,5589ca87f02147ec8452cead30cc4d5f,MITxPRO+AMxB+1T2018,sequential,"Entrance Survey (5 min, required)",NA,3,1,2,b9dd2cb6d3a44e96aedb515388e02405,5589ca87f02147ec8452cead30cc4d5f,NA,b9dd2cb6d3a44e96aedb515388e02405,b9dd2cb6d3a44e96aedb515388e02405/1
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@57c4192d1f714350848b1424ce840c75,57c4192d1f714350848b1424ce840c75,MITxPRO+AMxB+1T2018,vertical,Entrance Survey,NA,4,1,3,b9dd2cb6d3a44e96aedb515388e02405,5589ca87f02147ec8452cead30cc4d5f,57c4192d1f714350848b1424ce840c75,5589ca87f02147ec8452cead30cc4d5f,5589ca87f02147ec8452cead30cc4d5f/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@401ee1f6f3684be7b6124490f34adc5a,401ee1f6f3684be7b6124490f34adc5a,MITxPRO+AMxB+1T2018,html,NA,NA,5,1,4,b9dd2cb6d3a44e96aedb515388e02405,5589ca87f02147ec8452cead30cc4d5f,57c4192d1f714350848b1424ce840c75,57c4192d1f714350848b1424ce840c75,57c4192d1f714350848b1424ce840c75/1
block-v1:MITxPRO+AMxB+1T2018+type@chapter+block@3237e864a8b44a14b443a0f0a2067c83,3237e864a8b44a14b443a0f0a2067c83,MITxPRO+AMxB+1T2018,chapter,"Pre-Assessment (10 min, required)",NA,6,2,1,3237e864a8b44a14b443a0f0a2067c83,NA,NA,course,course/2
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@a43d4c2220e245c5bb6ef4649f6813e5,a43d4c2220e245c5bb6ef4649f6813e5,MITxPRO+AMxB+1T2018,sequential,"Pre-Assessment (10 min, required)",NA,7,1,2,3237e864a8b44a14b443a0f0a2067c83,a43d4c2220e245c5bb6ef4649f6813e5,NA,3237e864a8b44a14b443a0f0a2067c83,3237e864a8b44a14b443a0f0a2067c83/1
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@723e01f988ce423a9e517f0fc55c8c4f,723e01f988ce423a9e517f0fc55c8c4f,MITxPRO+AMxB+1T2018,vertical,Pre-Assessment,NA,8,1,3,3237e864a8b44a14b443a0f0a2067c83,a43d4c2220e245c5bb6ef4649f6813e5,723e01f988ce423a9e517f0fc55c8c4f,a43d4c2220e245c5bb6ef4649f6813e5,a43d4c2220e245c5bb6ef4649f6813e5/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@27bf430c96cb4d8da7368c4697de187b,27bf430c96cb4d8da7368c4697de187b,MITxPRO+AMxB+1T2018,html,NA,NA,9,1,4,3237e864a8b44a14b443a0f0a2067c83,a43d4c2220e245c5bb6ef4649f6813e5,723e01f988ce423a9e517f0fc55c8c4f,723e01f988ce423a9e517f0fc55c8c4f,723e01f988ce423a9e517f0fc55c8c4f/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@0fec97a46b71456d9d9037e5edac7bb0,0fec97a46b71456d9d9037e5edac7bb0,MITxPRO+AMxB+1T2018,html,NA,NA,10,2,4,3237e864a8b44a14b443a0f0a2067c83,a43d4c2220e245c5bb6ef4649f6813e5,723e01f988ce423a9e517f0fc55c8c4f,723e01f988ce423a9e517f0fc55c8c4f,723e01f988ce423a9e517f0fc55c8c4f/2
